# UltraFIBU - Kontenrahmen SKR04 (vollstaendig)
#
# Erzeugt aus dem DATEV-Kontenrahmen-PDF (BilRUG-Fassung, Stand 2026) mit
# Apps/UltraFIBU/tools/skr-pdf-extrahieren.py. Spaltenbedeutung nach der
# Legende des PDF:
#
#   bilanz_position      Fussnote 2) Bilanz- und GuV-Posten, grosse
#                        Kapitalgesellschaften, Gesamtkostenverfahren
#   funktion             KU/V/M Zusatzfunktion ueber einer Kontenklasse,
#                        AV/AM/S/F/R Hauptfunktion vor einem Konto, auch
#                        kombiniert (S/AV). AV und AM sind die
#                        DATEV-AUTOMATIKKONTEN.
#   abschlusszweck       HB Handelsbilanz, SB Steuerbilanz, EUeR
#   programmverbindung   U Umsatzsteuer, G Gewerbesteuer, K Koerperschaft
#   nummer_bis           gesetzt, wenn die Zeile einen Kontenbereich meint
#                        (im PDF als "0040-42" gedruckt). Solche Zeilen haben
#                        keine eigene Beschriftung; hier steht dann ihr
#                        Bilanz-Posten.
#
# STEUERSCHLUESSEL: uebernommen aus der bisherigen, handgepflegten Datei
# (0 Konten). Das PDF nennt die Automatikfunktion (AM/AV), nicht den
# Steuersatz - den aus einer Kontenbezeichnung zu lesen waere geraten. Wer
# weitere Schluessel setzt, prueft sie gegen die Steuerschluessel-Tabelle der
# Kanzlei.
#
# typ: fuer Konten ohne alten Eintrag aus der fuehrenden Ziffer abgeleitet -
# eine grobe Einordnung fuer die Auswertungen, keine Aussage des PDF.
#
nummer;bezeichnung;typ;steuerschluessel;euer_zeile;bwa_position;bilanz_position;funktion;abschlusszweck;programmverbindung;nummer_bis
3560;Darlehen;passiv;;;;Sonstige Verbindlichkeiten;KU;;;
3561;– Restlaufzeit bis 1 Jahr;passiv;;;;Sonstige Verbindlichkeiten;KU;;;
3564;– Restlaufzeit 1 bis 5 Jahre;passiv;;;;Sonstige Verbindlichkeiten;KU;;;
3567;– Restlaufzeit größer 5 Jahre;passiv;;;;Sonstige Verbindlichkeiten;KU;;;
3570;Sonstige Verbindlichkeiten, vor Restlaufzeitdifferenzierung (nur Bilanzierer);passiv;;;;Sonstige Verbindlichkeiten;KU;;;
3599;Gegenkonto 3500-3569 und 3640-3658 bei Aufteilung der Konten 3570-3598;passiv;;;;Sonstige Verbindlichkeiten;KU;;;
3600;Agenturwarenabrechnung;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;KU;;;
3610;Kreditkartenabrechnung;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;KU;;;
3611;Verbindlichkeiten gegenüber Arbeitsgemeinschaften;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;KU;;;
3612;Neutralisierung aufwandswirksamer Sachverhalte für § 4 Abs. 3 EStG;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;KU;EÜR;;
3613;Ergebnisneutrale Sachverhalte für § 4 Abs. 3 EStG Art.-Nr. 11175 2026-01-01;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;KU;EÜR;;
3620;Gewinnverfügungskonto stille Gesellschafter - sonstige Verbindlichkeiten;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;KU;;;
3630;Sonstige Verrechnungskonten (Interimskonto);passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;KU;;;
3634;Verbindlichkeiten gegenüber Gesellschaft/Gesamthand 28);passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;KU;SB;;
3635;Sonstige Verbindlichkeiten aus genossenschaftlicher Rückvergütung;passiv;;;;Sonstige Verbindlichkeiten;KU;;;
3640;Verbindlichkeiten gegenüber GmbH-Gesellschaftern;passiv;;;;Verbindlichkeiten gegenüber Gesellschaftern oder Forderungen gegen Gesellschafter;KU;;;
3641;– Restlaufzeit bis 1 Jahr;passiv;;;;Verbindlichkeiten gegenüber Gesellschaftern oder Forderungen gegen Gesellschafter;KU;;;
3642;– Restlaufzeit 1 bis 5 Jahre;passiv;;;;Verbindlichkeiten gegenüber Gesellschaftern;KU;;;
3643;– Restlaufzeit größer 5 Jahre;passiv;;;;Verbindlichkeiten gegenüber Gesellschaftern;KU;;;
3645;Verbindlichkeiten gegenüber persönlich haftenden Gesellschaftern;passiv;;;;Verbindlichkeiten gegenüber persönlich haftenden Gesellschaftern oder Forderungen gegen persönlich haftende Gesellschafter;KU;;;
3646;– Restlaufzeit bis 1 Jahr;passiv;;;;Verbindlichkeiten gegenüber persönlich haftenden Gesellschaftern oder Forderungen gegen persönlich haftende Gesellschafter;KU;;;
3647;– Restlaufzeit 1 bis 5 Jahre;passiv;;;;Verbindlichkeiten gegenüber persönlich haftenden Gesellschaftern oder Forderungen gegen persönlich haftende Gesellschafter;KU;;;
3648;– Restlaufzeit größer 5 Jahre;passiv;;;;Verbindlichkeiten gegenüber persönlich haftenden Gesellschaftern oder Forderungen gegen persönlich haftende Gesellschafter;KU;;;
3650;Verbindlichkeiten gegenüber Kommanditisten;passiv;;;;Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten;KU;;;
3651;– Restlaufzeit bis 1 Jahr;passiv;;;;Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten;KU;;;
3652;– Restlaufzeit 1 bis 5 Jahre;passiv;;;;Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten;KU;;;
3653;– Restlaufzeit größer 5 Jahre;passiv;;;;Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten;KU;;;
3655;Verbindlichkeiten gegenüber stillen Gesellschaftern;passiv;;;;Sonstige Verbindlichkeiten;KU;;;
3656;– Restlaufzeit bis 1 Jahr;passiv;;;;Sonstige Verbindlichkeiten;KU;;;
3657;– Restlaufzeit 1 bis 5 Jahre;passiv;;;;Sonstige Verbindlichkeiten;KU;;;
3658;– Restlaufzeit größer 5 Jahre;passiv;;;;Sonstige Verbindlichkeiten;KU;;;
3695;Verrechnungskonto geleistete Anzahlungen bei Buchung über Kreditorenkonto;passiv;;;;Sonstige Vermögensgegenstände H-Saldo;KU;;;
3700;Verbindlichkeiten aus Steuern und Abgaben;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;KU;;;
3701;– Restlaufzeit bis 1 Jahr;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;KU;;;
3710;– Restlaufzeit 1 bis 5 Jahre;passiv;;;;Sonstige Verbindlichkeiten;KU;;;
3715;– Restlaufzeit größer 5 Jahre;passiv;;;;Sonstige Verbindlichkeiten;KU;;;
3720;Verbindlichkeiten aus Lohn und Gehalt;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;KU;;;
3725;Verbindlichkeiten für Einbehaltungen von Arbeitnehmern;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;KU;;;
3726;Verbindlichkeiten an das Finanzamt aus abzuführendem Bauabzugsbetrag;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;KU;;;
3730;Verbindlichkeiten aus Lohn- und Kirchensteuer;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;KU;;;
3740;Verbindlichkeiten im Rahmen der sozialen Sicherheit;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;KU;;;
3741;– Restlaufzeit bis 1 Jahr;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;KU;;;
3750;– Restlaufzeit 1 bis 5 Jahre;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;KU;;;
3755;– Restlaufzeit größer 5 Jahre;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;KU;;;
3759;Voraussichtliche Beitragsschuld gegenüber den Sozialversicherungsträgern;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;KU;;;
3760;Verbindlichkeiten aus Einbehaltungen (KapESt und SolZ, KiSt auf KapESt) für offene Ausschüttungen;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;KU;;;
3761;Verbindlichkeiten für Verbrauchsteuern;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;KU;;;
3770;Verbindlichkeiten aus Vermögensbildung;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;KU;;;
3771;– Restlaufzeit bis 1 Jahr;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;KU;;;
3780;– Restlaufzeit 1 bis 5 Jahre;passiv;;;;Sonstige Verbindlichkeiten;KU;;;
3785;– Restlaufzeit größer 5 Jahre;passiv;;;;Sonstige Verbindlichkeiten;KU;;;
3786;Ausgegebene Geschenkgutscheine;passiv;;;;Sonstige Verbindlichkeiten;KU;;;
3790;Lohn- und Gehaltsverrechnungskonto;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;KU;;;
3791;Lohn- und Gehaltsverrechnung nach § 11 Abs. 2 Satz 2 EStG für § 4 Abs. 3 EStG;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;KU;EÜR;;
3796;Verbindlichkeiten im Rahmen der sozialen Sicherheit für § 4 Abs. 3 EStG;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;KU;EÜR;;
3798;Umsatzsteuer aus im anderen EU-Land steuerpflichtigen elektronischen Dienstleistungen;passiv;;;;Sonstige Verbindlichkeiten;S;;;
3799;Steuerzahlungen aus im anderen EU-Land steuerpflichtigen Leistungen;passiv;;;;Sonstige Verbindlichkeiten;KU;;;
3800;Umsatzsteuer;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;S;;;
3801;Umsatzsteuer 7 %;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;S;;;
3802;Umsatzsteuer aus innergemeinschaftlichem Erwerb;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;S;;;
3803;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;R;;;
3804;Umsatzsteuer aus innergemeinschaftlichem Erwerb 19 %;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;S;;;
3805;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;R;;;
3806;Umsatzsteuer 19 %;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;S;;;
3807;Umsatzsteuer aus im Inland steuerpflichtigen EU-Lieferungen;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;S;;;
3808;Umsatzsteuer aus im Inland steuerpflichtigen EU-Lieferungen 19 %;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;S;;;
3809;Umsatzsteuer aus innergemeinschaftlichem Erwerb ohne Vorsteuerabzug;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;S;;;
3810;Umsatzsteuer nicht fällig;passiv;;;;Steuerrückstellungen (allgemein) oder Sonstige Vermögensgegenstände;S;;;
3811;Umsatzsteuer nicht fällig 7 %;passiv;;;;Steuerrückstellungen (allgemein) oder Sonstige Vermögensgegenstände;S;;U;
3812;Umsatzsteuer nicht fällig aus im Inland steuerpflichtigen EU-Lieferungen;passiv;;;;Steuerrückstellungen (allgemein) oder Sonstige Vermögensgegenstände;S;;;
3813;Steuerrückstellungen (allgemein) oder Sonstige Vermögensgegenstände;passiv;;;;Steuerrückstellungen (allgemein) oder Sonstige Vermögensgegenstände;R;;;
3814;Umsatzsteuer nicht fällig aus im Inland steuerpflichtigen EU-Lieferungen 19 %;passiv;;;;Steuerrückstellungen (allgemein) oder Sonstige Vermögensgegenstände;S;;U;
3815;Steuerrückstellungen (allgemein) oder Sonstige Vermögensgegenstände;passiv;;;;Steuerrückstellungen (allgemein) oder Sonstige Vermögensgegenstände;R;;;
3816;Umsatzsteuer nicht fällig 19 %;passiv;;;;Steuerrückstellungen (allgemein) oder Sonstige Vermögensgegenstände;S;;U;
3817;Umsatzsteuer aus im anderen EU-Land steuerpflichtigen Lieferungen;passiv;;;;Sonstige Verbindlichkeiten;S;;;
3818;Umsatzsteuer aus im anderen EU-Land steuerpflichtigen sonstigen Leistungen/Werklieferungen Seite 13;passiv;;;;Sonstige Verbindlichkeiten;S;;;
3819;Umsatzsteuer aus Erwerb als letzter Abnehmer innerhalb eines Dreiecksgeschäfts;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;S;;;
3820;Umsatzsteuer-Vorauszahlungen;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;F;;U;
3830;Umsatzsteuer-Vorauszahlungen 1/11;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;F;;U;
3831;Umsatzsteuer aus im Inland steuerpflichtigen EU-Lieferungen, nur OSS;passiv;;;;Sonstige Verbindlichkeiten;S;;;
3832;Nachsteuer, UStVA Kz. 65;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;F;;U;
3833;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;R;;;
3834;Umsatzsteuer aus innergemeinschaftlichem Erwerb von Neufahrzeugen von Lieferanten ohne Umsatzsteuer-Identifikationsnummer;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;S;;;
3835;Umsatzsteuer nach § 13b UStG;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;S;;;
3836;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;R;;;
3837;Umsatzsteuer nach § 13b UStG 19 %;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;S;;;
3838;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;R;;;
3839;Umsatzsteuer aus der Auslagerung von Gegenständen aus einem Umsatzsteuerlager;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;S;;;
3840;Umsatzsteuer laufendes Jahr;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;KU;;;
3841;Umsatzsteuerverbindlichkeiten Vorjahr;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;KU;;;
3845;Umsatzsteuerverbindlichkeiten frühere Jahre;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;KU;;;
3850;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;R;;;
3851;In Rechnung unrichtig oder unberechtigt ausgewiesene Steuerbeträge, UStVA Kz. 69;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;F;;U;
3854;Steuerzahlungen an andere Länder;passiv;;;;Sonstige Verbindlichkeiten;KU;;;
3860;Verbindlichkeiten aus Umsatzsteuer-Vorauszahlungen;passiv;;;;Sonstige Verbindlichkeiten;KU;;;
3865;Umsatzsteuer in Folgeperiode fällig (§§ 13 Abs. 1 Nr. 6 und 13b Abs. 2 UStG) Rechnungsabgrenzungsposten;passiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;S;;;
3900;Passive Rechnungsabgrenzung;passiv;;;;Rechnungsabgrenzungsposten;;;;
3950;Abgrenzung unterjährig pauschal gebuchter Abschreibungen für BWA;passiv;;;;Rechnungsabgrenzungsposten;;;;
4000;Umsatzerlöse (Zur freien Verfügung);ertrag;;;;Umsatzerlöse;M;;;4099
4100;Steuerfreie Umsätze § 4 Nr. 8 ff. UStG;ertrag;;;;Umsatzerlöse;AM;;U;4104
4105;Steuerfreie Umsätze nach § 4 Nr. 12 UStG (Vermietung und Verpachtung);ertrag;;;;Umsatzerlöse;AM;;U;
4110;Sonstige steuerfreie Umsätze Inland;ertrag;;;;Umsatzerlöse;AM;;U;
4120;Steuerfreie Umsätze nach § 4 Nr. 1a UStG;ertrag;;;;Umsatzerlöse;AM;;U;
4125;Steuerfreie innergemeinschaftliche Lieferungen nach § 4 Nr. 1b UStG;ertrag;;;;Umsatzerlöse;AM;;U;
4130;Lieferungen des ersten Abnehmers bei innergemeinschaftlichen Dreiecksgeschäften § 25b Abs. 2 UStG;ertrag;;;;Umsatzerlöse;AM;;U;
4131;Umsatzerlöse nach § 25 UStG ohne USt 1);ertrag;;;;Umsatzerlöse;M;;;
4132;Umsatzerlöse nach § 25a UStG ohne USt 1);ertrag;;;;Umsatzerlöse;M;;;
4133;Umsatzerlöse nach § 25 UStG 19 % USt 1);ertrag;;;;Umsatzerlöse;AM;;U;
4134;Umsatzerlöse nach § 25a UStG 19 % USt 1);ertrag;;;;Umsatzerlöse;AM;;U;
4135;Steuerfreie innergemeinschaftliche Lieferungen von Neufahrzeugen an Abnehmer ohne Umsatzsteuer-Identifikationsnummer;ertrag;;;;Umsatzerlöse;AM;;U;
4136;Umsatzerlöse nach §§ 25 und 25a UStG 19 % USt 11);ertrag;;;;Umsatzerlöse;AM;;;
4137;Umsatzerlöse;ertrag;;;;Umsatzerlöse;R;;;
4138;Umsatzerlöse nach §§ 25 und 25a UStG ohne USt 11);ertrag;;;;Umsatzerlöse;KU;;;
4139;Umsatzerlöse aus Reiseleistungen § 25 Abs. 2 UStG, steuerfrei;ertrag;;;;Umsatzerlöse;AM;;U;
4140;Steuerfreie Umsätze Offshore etc.;ertrag;;;;Umsatzerlöse;AM;;U;
4150;Sonstige steuerfreie Umsätze (z. B. § 4 Nr. 2 bis 7 UStG);ertrag;;;;Umsatzerlöse;AM;;U;
4160;Steuerfreie Umsätze ohne Vorsteuerabzug zum Gesamtumsatz gehörend, § 4 UStG;ertrag;;;;Umsatzerlöse;AM;;U;
4165;Steuerfreie Umsätze ohne Vorsteuerabzug zum Gesamtumsatz gehörend;ertrag;;;;Umsatzerlöse;AM;;U;
4180;Erlöse, die mit den Durchschnittssätzen des § 24 UStG versteuert werden;ertrag;;;;Umsatzerlöse;M;;;
4182;Umsatzerlöse;ertrag;;;;Umsatzerlöse;R;;;4183
4184;Steuerfreie Erlöse Kleinunternehmer nach § 19 Abs. 1 UStG Art.-Nr. 11175 2026-01-01;ertrag;;;;Umsatzerlöse;AM;;U;
4185;Umsatzerlöse;ertrag;;;;Umsatzerlöse;R;;;4188
4200;Erlöse;ertrag;;;;Umsatzerlöse;M;;;
4290;Erlöse 0 % USt;ertrag;;;;Umsatzerlöse;AM;;U;
4300;Erlöse 7 % USt;ertrag;;;;Umsatzerlöse;AM;;U;4309
4310;Erlöse aus im Inland steuerpflichtigen EU-Lieferungen 7 % USt;ertrag;;;;Umsatzerlöse;AM;;U;4314
4315;Erlöse aus im Inland steuerpflichtigen EU-Lieferungen 19 % USt;ertrag;;;;Umsatzerlöse;AM;;U;4319
4320;Erlöse aus im anderen EU-Land steuerpflichtigen Lieferungen, im Inland nicht steuerbar 3);ertrag;;;;Umsatzerlöse;M;;;4329
4330;Umsatzerlöse;ertrag;;;;Umsatzerlöse;R;;;
4331;Erlöse aus im anderen EU-Land steuerpflichtigen elektronischen Dienstleistungen 5);ertrag;;;;Umsatzerlöse;M;;;
4332;Umsatzerlöse;ertrag;;;;Umsatzerlöse;R;;;4333
4334;Erlöse 7 % USt;ertrag;;;;Umsatzerlöse;AM;;U;
4335;Erlöse aus Lieferungen von Mobilfunkgeräten, Tablet-Computern, Spielekonsolen und integrierten Schaltkreisen, für die der Leistungsempfänger die Umsatzsteuer nach § 13b UStG schuldet;ertrag;;;;Umsatzerlöse;AM;;U;
4336;Erlöse aus im anderen EU-Land steuerpflichtigen sonstigen Leistungen, für die der Leistungsempfänger die Umsatzsteuer schuldet;ertrag;;;;Umsatzerlöse;AM;;U;
4337;Erlöse aus Leistungen, für die der Leistungsempfänger die Umsatzsteuer nach § 13b UStG schuldet;ertrag;;;;Umsatzerlöse;AM;;U;
4338;Erlöse aus im Drittland steuerbaren Leistungen, im Inland nicht steuerbare Umsätze;ertrag;;;;Umsatzerlöse;AM;;U;
4339;Erlöse aus im anderen EU-Land steuerbaren Leistungen, im Inland nicht steuerbare Umsätze;ertrag;;;;Umsatzerlöse;AM;;U;
4340;Erlöse 16 % USt;ertrag;;;;Umsatzerlöse;AM;;U;4349
4400;Erlöse 19 % USt;ertrag;;;;Umsatzerlöse;AM;;U;4409
4410;Erlöse 19 % USt;ertrag;;;;Umsatzerlöse;AM;;U;4419
4420;Umsatzerlöse;ertrag;;;;Umsatzerlöse;R;;;4448
4449;Erlöse aus im Inland steuerpflichtigen elektronischen Dienstleistungen 19 % USt;ertrag;;;;Umsatzerlöse;AM;;U;
4499;Nebenerlöse (Bezug zu Materialaufwand) Konten für die Verbuchung von Sonderbetriebseinnahmen;ertrag;;;;Umsatzerlöse;M;;;
4500;Sonderbetriebseinnahmen, Tätigkeitsvergütung 28);ertrag;;;;Umsatzerlöse;M;SB;;
4501;Sonderbetriebseinnahmen, Miet-/Pachteinnahmen 28);ertrag;;;;Umsatzerlöse;M;SB;;
4502;Sonderbetriebseinnahmen, Zinseinnahmen 28);ertrag;;;;Umsatzerlöse;M;SB;;
4503;Sonderbetriebseinnahmen, Haftungsvergütung 28);ertrag;;;;Umsatzerlöse;M;SB;;
4504;Sonderbetriebseinnahmen, Pensionszahlungen 28);ertrag;;;;Umsatzerlöse;M;SB;;
4505;Sonderbetriebseinnahmen, sonstige Sonderbetriebseinnahmen 28);ertrag;;;;Umsatzerlöse;M;SB;;
4510;Erlöse Abfallverwertung;ertrag;;;;Umsatzerlöse;M;;;
4520;Erlöse Leergut;ertrag;;;;Umsatzerlöse;M;;;
4560;Provisionsumsätze;ertrag;;;;Umsatzerlöse;M;;;
4561;Umsatzerlöse;ertrag;;;;Umsatzerlöse;R;;;4563
4564;Provisionsumsätze, steuerfrei § 4 Nr. 8 ff. UStG;ertrag;;;;Umsatzerlöse;AM;;UU;
4565;Provisionsumsätze, steuerfrei § 4 Nr. 5 UStG;ertrag;;;;Umsatzerlöse;AM;;U;
4566;Umsatzerlöse;ertrag;;;;Umsatzerlöse;R;;;4568
4569;Provisionsumsätze 19 % USt;ertrag;;;;Umsatzerlöse;AM;;U;
4570;Sonstige Erträge aus Provisionen, Lizenzen und Patenten;ertrag;;;;Umsatzerlöse;M;;;
4571;Statistische Konten EÜR 15);ertrag;;;;Umsatzerlöse;R;;;4579
4580;Statistisches Konto Erlöse zum allgemeinen Umsatzsteuersatz (EÜR) 15);ertrag;;;;Umsatzerlöse;M;EÜR;;
4581;Statistisches Konto Erlöse zum ermäßigten Umsatzsteuersatz (EÜR) 15);ertrag;;;;Umsatzerlöse;M;EÜR;;
4582;Statistisches Konto Erlöse steuerfrei und nicht steuerbar (EÜR) 15);ertrag;;;;Umsatzerlöse;M;EÜR;;
4589;Gegenkonto 4580-4582 bei Aufteilung der Erlöse nach Steuersätzen (EÜR);ertrag;;;;Umsatzerlöse;M;EÜR;;
4600;Unentgeltliche Wertabgaben;ertrag;;;;Sonstige betriebliche Erträge;M;;;
4605;M 4844-4845 KU 4846-4847 Entnahme von Gegenständen ohne USt;ertrag;;;;Sonstige betriebliche Erträge;KU;;;
4608;Sonstige betriebliche Erträge;ertrag;;;;Sonstige betriebliche Erträge;R;;;4609
4610;Entnahme durch den Unternehmer für Zwecke außerhalb des Unternehmens (Waren) 7 % USt;ertrag;;;;Sonstige betriebliche Erträge;AM;;U;4615
4616;Entnahme durch den Unternehmer für Zwecke außerhalb des Unternehmens (Waren) 7 % USt;ertrag;;;;Sonstige betriebliche Erträge;AM;;U;
4617;Sonstige betriebliche Erträge;ertrag;;;;Sonstige betriebliche Erträge;R;;;4618
4619;M 4848-4854 KU 4855-4859 M 4860-4900 M 4905 Entnahme durch den Unternehmer für Zwecke außerhalb des Unternehmens (Waren) ohne USt;ertrag;;;;Sonstige betriebliche Erträge;KU;;;
4620;Entnahme durch den Unternehmer für Zwecke außerhalb des Unternehmens (Waren) 19 % USt;ertrag;;;;Sonstige betriebliche Erträge;AM;;U;4626
4627;Sonstige betriebliche Erträge;ertrag;;;;Sonstige betriebliche Erträge;R;;;4629
4630;Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens 7 % USt;ertrag;;;;Sonstige betriebliche Erträge;AM;;U;4635
4636;Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens 7 % USt;ertrag;;;;Sonstige betriebliche Erträge;AM;;U;
4637;Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens ohne USt;ertrag;;;;Sonstige betriebliche Erträge;KU;;;
4638;Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens ohne USt (Telefon- Nutzung);ertrag;;;;Sonstige betriebliche Erträge;KU;;;
4639;Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens ohne USt (Fahrzeug- Nutzung);ertrag;;;;Sonstige betriebliche Erträge;KU;;;
4640;Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens 19 % USt;ertrag;;;;Sonstige betriebliche Erträge;AM;;U;4644
4645;Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens 19 % USt (Fahrzeug- Nutzung);ertrag;;;;Sonstige betriebliche Erträge;AM;;U;
4646;Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens 19 % USt (Telefon- Nutzung) Seite 15;ertrag;;;;Sonstige betriebliche Erträge;AM;;U;
4647;Sonstige betriebliche Erträge;ertrag;;;;Sonstige betriebliche Erträge;R;;;
4650;Unentgeltliche Erbringung einer sonstigen Leistung 7 % USt;ertrag;;;;Sonstige betriebliche Erträge;AM;;U;4655
4656;Unentgeltliche Erbringung einer sonstigen Leistung 7 % USt;ertrag;;;;Sonstige betriebliche Erträge;AM;;U;
4657;Sonstige betriebliche Erträge;ertrag;;;;Sonstige betriebliche Erträge;R;;;4658
4659;M 4910-4912 M 4915 Unentgeltliche Erbringung einer sonstigen Leistung ohne USt;ertrag;;;;Sonstige betriebliche Erträge;KU;;;
4660;Unentgeltliche Erbringung einer sonstigen Leistung 19 % USt;ertrag;;;;Sonstige betriebliche Erträge;AM;;U;4666
4667;Sonstige betriebliche Erträge;ertrag;;;;Sonstige betriebliche Erträge;R;;;4669
4670;Unentgeltliche Zuwendung von Waren 7 % USt;ertrag;;;;Sonstige betriebliche Erträge;AM;;U;4675
